commit,parent1,parent2,ancestor,is pr,added lines,deleted lines,devs parent1,devs parent2,time,nr files,added files,deleted files,renamed files,copied files,modified files,nr commits1,nr commits2,density1,density2,fix,bug,feature,improve,document,refactor,update,add,remove,use,delete,change,messages_min,messages_max,messages_mean,messages_median,conflict,avg_density,avg_density_cat,added_lines_per_commit,deleted_lines_per_commit,files_per_commit,files_per_developer,messages_per_commit,commit_per_developer_on_branch1,commit_per_developer_on_branch2
22524,6401,13168,2953,1,450,68,26,2,476,1,0,0,0,0,1,50,14,15,4,13,1,0,1,0,0,11,9,5,0,0,1,13,154,71.67142857142858,73.0,0,9.5,3,7.03125,1.0625,0.015625,0.03571428571428571,1.1198660714285715,1.9230769230769231,7.0
8507,2351,21208,4531,0,0,0,1,1,173,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65.0,65.0,0,0.5,1,0.0,0.0,0.5,0.5,32.5,1.0,1.0
21239,7734,21565,16916,0,518,288,10,1,134,1,0,0,0,0,2,45,3,36,1,13,1,0,1,1,0,0,10,2,8,0,0,47,169,95.22222222222224,94.0,1,18.5,3,10.791666666666666,6.0,0.020833333333333332,0.09090909090909091,1.9837962962962967,4.5,3.0
16996,17928,2534,16885,0,15,15,61,2,4759,5,0,0,0,0,5,292,2,0,0,49,6,0,1,10,1,19,21,17,18,1,11,47,165,89.27397260273972,90.0,1,0.0,,0.05102040816326531,0.05102040816326531,0.017006802721088437,0.07936507936507936,0.30365296803652964,4.786885245901639,1.0
12469,8838,8713,17757,1,1,0,62,1,479,1,0,0,0,0,1,164,1,24,0,4,0,0,0,0,0,13,71,7,0,0,1,27,86,53.079268292682926,52.0,0,12.0,3,0.006060606060606061,0.0,0.006060606060606061,0.015873015873015872,0.3216925351071692,2.6451612903225805,1.0
25586,7148,17810,234,0,35,4,4,1,59,1,0,0,0,0,5,7,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,46,197,102.0,95.0,0,3.5,2,3.888888888888889,0.4444444444444444,0.1111111111111111,0.2,11.333333333333334,1.75,2.0
7873,12178,22812,11951,0,0,0,1,2,46,1,0,0,0,0,0,7,4,7,1,1,0,0,0,0,0,5,4,0,0,0,1,37,135,65.35714285714286,58.5,1,4.0,2,0.0,0.0,0.09090909090909091,0.3333333333333333,5.941558441558442,7.0,2.0
13926,2216,1780,17426,0,2,1,1,1,12,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,29,24.333333333333336,22.0,0,0.0,,0.5,0.25,0.25,0.5,6.083333333333334,1.0,3.0
2526,14491,519,16470,1,1,0,86,1,11391,1,0,0,0,0,1,220,1,0,0,28,0,1,0,1,0,37,75,35,7,1,7,32,115,54.46363636363637,51.0,0,0.0,,0.004524886877828055,0.0,0.004524886877828055,0.011494252873563218,0.24644179350061704,2.558139534883721,1.0
13514,25460,1318,6608,0,1,1,19,1,1761,1,0,0,0,0,1,64,1,0,0,9,0,0,0,0,0,11,18,8,0,0,5,41,122,61.375,55.5,0,0.0,,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.05,0.9442307692307692,3.3684210526315788,1.0
17686,10650,2608,8627,0,91,79,7,1,231,3,0,0,0,0,5,38,2,27,1,1,0,0,0,0,0,3,3,0,8,0,1,62,147,92.42105263157896,90.0,1,14.0,3,2.275,1.975,0.075,0.375,2.310526315789474,5.428571428571429,2.0
2068,3784,3119,1619,1,1,0,3,1,795,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,45,100,75.5,77.5,0,0.0,,0.14285714285714285,0.0,0.14285714285714285,0.25,10.785714285714286,1.6666666666666667,2.0
15350,8103,20690,17634,1,18,1,2,1,268,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,49,70,59.5,59.5,0,0.5,1,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,19.833333333333332,1.0,1.0
12159,12385,19213,6352,1,1,0,6,1,601,1,0,0,0,0,1,22,1,4,1,1,1,0,0,0,0,2,9,2,0,0,0,46,97,75.77272727272728,75.0,0,2.5,2,0.043478260869565216,0.0,0.043478260869565216,0.14285714285714285,3.2944664031620556,3.6666666666666665,1.0
6856,6516,19848,16904,1,249,0,5,1,301,1,1,0,0,0,1,26,4,2,4,3,0,0,0,0,0,2,2,2,0,0,0,31,111,65.23076923076923,61.0,0,3.0,2,8.3,0.0,0.03333333333333333,0.16666666666666666,2.174358974358974,5.2,4.0
7756,4652,7076,557,0,0,0,1,3,44,1,20,1,0,0,0,1,4,1,2,2,1,0,0,0,0,0,1,0,0,0,0,22,66,42.5,41.0,0,1.5,2,0.0,0.0,0.2,0.25,8.5,1.0,1.3333333333333333
18130,3572,13800,10758,1,0,3,6,1,91,1,0,0,0,0,1,21,1,15,1,1,0,0,0,0,0,1,2,4,2,0,0,49,107,76.57142857142857,74.0,0,8.0,3,0.0,0.13636363636363635,0.045454545454545456,0.14285714285714285,3.4805194805194803,3.5,1.0
4283,11968,26283,11669,0,1166,11267,1,2,371,3,7,199,2,0,177,2,47,2,13,1,0,0,0,0,0,1,0,0,0,0,0,31,117,58.56382978723404,53.5,1,7.5,3,23.79591836734694,229.9387755102041,0.061224489795918366,1.0,1.1951801997394702,2.0,23.5
16946,9415,7301,1332,0,44,14,1,2,497,1,0,0,0,0,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,77,62.0,62.5,0,0.0,,7.333333333333333,2.3333333333333335,0.16666666666666666,0.3333333333333333,10.333333333333334,4.0,1.0
11146,4020,13136,17083,1,87,25,6,1,677,2,0,0,0,0,10,48,1,3,1,11,6,0,2,0,0,0,4,0,13,0,1,92,192,139.35416666666666,140.0,0,2.0,2,1.7755102040816326,0.5102040816326531,0.04081632653061224,0.2857142857142857,2.8439625850340136,8.0,1.0
25624,6616,693,1976,0,79,10,1,2,0,1,1,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,76,149,105.5,98.5,0,0.0,,15.8,2.0,0.2,0.3333333333333333,21.1,1.0,2.0
15425,23042,24957,3614,0,4,1,1,1,326,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,81,78.5,78.5,1,0.5,1,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,26.166666666666668,2.0,1.0
8043,11951,9584,18260,1,5,1,2,1,180,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,87,79.5,79.5,0,0.0,,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,26.5,1.0,1.0
1822,1589,7528,8108,1,1,5,12,1,2189,1,0,0,0,0,1,24,1,1,0,4,0,0,0,1,0,4,4,1,0,0,1,27,85,56.958333333333336,58.5,0,0.5,1,0.04,0.2,0.04,0.07692307692307693,2.2783333333333333,2.0,1.0
16389,4132,20942,8942,0,0,1,1,1,0,1,0,0,0,0,1,21,1,0,0,7,0,0,0,0,0,1,1,2,1,0,0,26,95,48.0,42.0,1,0.0,,0.0,0.045454545454545456,0.045454545454545456,0.5,2.1818181818181817,21.0,1.0
20079,25151,13705,5934,1,1,0,7,1,597,1,0,0,0,0,1,8,1,2,1,0,0,0,0,1,0,0,4,0,0,0,0,58,93,75.25,77.0,0,1.5,2,0.1111111111111111,0.0,0.1111111111111111,0.125,8.36111111111111,1.1428571428571428,1.0
20741,24412,19644,12794,0,1,0,62,1,2331,1,0,0,0,0,1,150,1,64,0,11,0,5,0,0,1,9,64,0,1,0,2,24,158,51.22,52.0,1,32.0,3,0.006622516556291391,0.0,0.006622516556291391,0.015873015873015872,0.339205298013245,2.4193548387096775,1.0
22850,6297,9936,16820,1,9,4,3,1,354,1,0,0,0,0,2,5,2,0,0,2,0,0,0,0,0,1,3,1,0,0,0,68,124,96.2,96.0,0,0.0,,1.2857142857142858,0.5714285714285714,0.14285714285714285,0.25,13.742857142857144,1.6666666666666667,2.0
7515,14198,20598,5370,0,2,1,1,1,23,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,148,218,183.0,183.0,0,0.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,61.0,2.0,1.0
26689,16070,20023,350,0,3271,2178,2,21,116,16,16,2,9,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,,inf,inf,inf,0.6956521739130435,,0.0,0.0
3490,23221,878,18235,0,10066,9258,1,7,8,7,2,0,0,0,278,39,9,0,0,8,0,0,0,0,0,1,1,0,0,0,1,23,172,67.46153846153845,65.0,0,0.0,,209.70833333333334,192.875,0.14583333333333334,0.875,1.4054487179487178,39.0,1.2857142857142858
24344,25802,26273,8791,0,7,7,2,3,413,6,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,130,136,132.83333333333331,132.5,0,0.0,,1.4,1.4,1.2,1.2,26.566666666666663,1.0,1.0
9908,8509,16104,2513,1,9,0,3,1,4,2,0,0,0,0,2,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,62,120,83.75,76.5,0,0.0,,1.5,0.0,0.3333333333333333,0.5,13.958333333333334,1.3333333333333333,2.0
6862,14657,1593,12415,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,16,16.0,16.0,0,0.0,,0.0,0.0,1.0,1.0,8.0,1.0,1.0
26702,6353,9706,2905,0,12468,207,2,2,46,5,30,0,0,0,33,54,6,1,1,27,11,0,1,0,0,2,11,5,10,0,12,58,802,175.53703703703704,125.5,1,1.0,1,207.8,3.45,0.08333333333333333,1.25,2.925617283950617,27.0,3.0
2955,20228,25360,6739,1,1,0,6,1,5,1,0,0,0,0,1,14,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,52,91,76.21428571428572,84.0,0,0.0,,0.06666666666666667,0.0,0.06666666666666667,0.14285714285714285,5.0809523809523816,2.3333333333333335,1.0
22598,12962,9354,15620,1,125,1,1,1,142,1,2,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,32,76,52.833333333333336,50.5,0,2.5,2,25.0,0.2,0.2,0.5,10.566666666666666,2.0,3.0
2560,17148,4307,11371,1,1,1,2,1,26,1,0,0,0,0,1,5,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,31,50,39.6,39.0,0,2.0,2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,6.6000000000000005,2.5,1.0
16143,23670,18586,14420,1,56,7,10,1,235,1,0,0,0,0,3,23,1,18,1,9,0,0,0,0,0,0,2,2,2,0,3,68,113,95.69565217391305,96.0,0,9.5,3,2.3333333333333335,0.2916666666666667,0.041666666666666664,0.09090909090909091,3.9873188405797104,2.3,1.0
751,4537,26509,10533,0,1238,816,1,2,69,14,56,3,0,0,2,7,3,4,2,0,0,0,1,1,0,0,4,1,0,0,1,61,169,87.38095238095238,76.0,1,3.0,2,123.8,81.6,1.4,4.666666666666667,8.738095238095237,7.0,1.5
5761,9865,26087,13332,0,790,375,2,12,1195,3,2,0,0,0,11,18,40,7,9,14,1,0,0,1,0,5,10,3,1,0,0,16,177,77.11944444444444,77.5,1,8.0,3,13.620689655172415,6.4655172413793105,0.05172413793103448,0.21428571428571427,1.3296455938697318,9.0,3.3333333333333335
26360,23955,22495,2448,1,698,408,5,1,49,4,0,0,0,0,78,18,1,16,1,2,0,0,0,0,0,0,0,0,0,0,0,36,92,63.611111111111114,63.0,0,8.5,3,36.73684210526316,21.473684210526315,0.21052631578947367,0.6666666666666666,3.347953216374269,3.6,1.0
13598,18762,7302,13038,0,87,105,3,1,191,6,0,1,0,0,5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,47.68181818181819,50.0,1,0.0,,3.782608695652174,4.565217391304348,0.2608695652173913,1.5,2.073122529644269,7.333333333333333,1.0
7,9631,6855,14900,1,173,50,2,1,50,1,1,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,38,68,53.0,53.0,0,1.5,2,57.666666666666664,16.666666666666668,0.3333333333333333,0.3333333333333333,17.666666666666668,1.0,1.0
7910,13444,16315,4879,0,2,1,1,1,39,17,0,0,0,0,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,62,62,62.0,62.0,1,1.0,1,1.0,0.5,8.5,8.5,31.0,1.0,1.0
23293,18369,24500,12794,1,1,0,6,1,41,1,0,0,0,0,1,10,2,6,2,0,0,0,0,0,0,2,3,0,0,0,0,26,72,51.4,56.5,0,4.0,2,0.08333333333333333,0.0,0.08333333333333333,0.14285714285714285,4.283333333333333,1.6666666666666667,2.0
17322,7066,26495,17083,1,145,38,5,1,677,2,0,0,0,0,11,40,1,2,1,8,5,0,2,0,0,0,3,0,13,0,1,38,122,84.7,86.0,0,1.5,2,3.5365853658536586,0.926829268292683,0.04878048780487805,0.3333333333333333,2.0658536585365854,8.0,1.0
1491,8425,8566,16161,1,573,6,6,4,162,3,1,0,0,0,10,48,16,43,5,19,3,0,0,4,0,5,19,2,0,1,1,7,174,76.58333333333333,73.5,0,24.0,3,8.953125,0.09375,0.046875,0.3,1.1966145833333333,8.0,4.0
14482,7355,21800,7405,1,2,1,3,1,342,1,0,0,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,51,83,73.0,80.0,0,1.0,1,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,12.166666666666666,1.6666666666666667,1.0
1743,24544,20877,4774,1,1,1,1,1,67,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85,85,85.0,85.0,0,1.0,1,0.5,0.5,0.5,0.5,42.5,1.0,1.0
20249,18096,20472,16888,1,0,2,16,1,2270,1,0,0,0,0,1,55,1,0,0,21,0,0,2,4,0,3,7,4,3,0,2,89,245,122.21818181818182,119.0,0,0.0,,0.0,0.03571428571428571,0.017857142857142856,0.058823529411764705,2.1824675324675327,3.4375,1.0
6361,18475,7864,3880,0,240,234,2,2,80,9,0,0,0,0,11,13,6,1,4,2,0,0,1,0,0,0,0,2,0,0,0,17,163,60.5,48.5,1,2.5,2,12.631578947368421,12.31578947368421,0.47368421052631576,2.25,3.1842105263157894,6.5,3.0
24999,7733,11234,1941,0,120,92,2,3,92,1,1,0,0,0,8,8,9,7,6,4,3,0,0,0,0,0,1,1,5,0,0,39,308,153.29166666666669,144.0,1,6.5,3,7.0588235294117645,5.411764705882353,0.058823529411764705,0.2,9.017156862745098,4.0,3.0
18457,17615,3085,13524,1,1,0,7,1,68,1,0,0,0,0,1,41,2,18,2,1,0,0,0,0,0,9,8,2,0,1,0,31,147,54.95121951219512,49.0,0,10.0,3,0.023255813953488372,0.0,0.023255813953488372,0.125,1.2779353374929097,5.857142857142857,2.0
14247,18977,6475,201,1,3,0,3,1,90,1,0,0,0,0,1,4,1,3,1,0,0,0,0,0,0,2,1,0,0,0,0,34,67,52.5,54.5,0,2.0,2,0.6,0.0,0.2,0.25,10.5,1.3333333333333333,1.0
7925,15481,17825,12446,0,4436,2781,1,41,943,2,9,1,0,0,396,2,192,2,18,118,4,0,5,12,2,11,21,19,18,4,8,60,310,121.36979166666666,115.0,1,10.0,3,22.8659793814433,14.335051546391753,0.010309278350515464,0.047619047619047616,0.6256174828178693,2.0,4.682926829268292
3523,21899,9909,6402,1,73,72,56,1,1366,1,0,0,0,0,1,357,1,45,1,93,6,0,0,10,2,36,52,15,29,1,19,51,430,97.00840336134452,93.0,0,23.0,3,0.20391061452513967,0.2011173184357542,0.002793296089385475,0.017543859649122806,0.2709731937467724,6.375,1.0
2363,12824,4242,15809,0,530,163,1,2,246,9,3,0,0,0,26,29,9,4,9,30,2,0,3,0,1,1,6,5,7,0,1,62,154,110.22605363984675,117.0,1,6.5,3,13.947368421052632,4.2894736842105265,0.23684210526315788,3.0,2.9006856221012303,29.0,4.5
18685,1975,20813,5132,1,1,1,7,1,19,1,0,0,0,0,1,17,1,2,0,6,1,0,0,0,0,1,0,1,3,0,0,30,207,69.94117647058823,66.0,0,1.0,1,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.125,3.8856209150326797,2.4285714285714284,1.0
20221,20527,23156,17529,0,22,27,1,2,97,9,0,0,0,0,9,86,8,0,8,16,4,3,2,2,6,2,15,12,0,1,4,41,127,80.71511627906978,86.5,1,4.0,2,0.23404255319148937,0.2872340425531915,0.09574468085106383,3.0,0.858671449777338,86.0,4.0
19285,20507,15806,4869,0,1,1,10,1,243,1,0,0,0,0,1,57,1,34,0,18,1,0,1,1,0,4,5,3,7,1,0,77,154,105.24561403508773,104.0,0,17.0,3,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.09090909090909091,1.8145795523290986,5.7,1.0
10895,12089,3965,9185,0,1311,266,1,4,46,1,5,0,0,0,28,1,27,1,6,1,0,0,1,0,0,1,13,1,0,0,3,123,265,162.44444444444446,146.0,0,3.5,2,46.82142857142857,9.5,0.03571428571428571,0.2,5.801587301587302,1.0,6.75
11159,24755,12715,5067,0,0,0,1,1,103,3,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36.0,36.0,1,1.5,2,0.0,0.0,1.0,1.5,12.0,2.0,1.0
19198,11125,20735,18128,0,11534,3584,1,60,1278,11,30,8,4,0,394,47,334,0,50,242,3,0,13,18,4,9,61,26,44,1,16,34,383,100.06440310867626,95.0,1,25.0,3,30.27296587926509,9.406824146981627,0.028871391076115485,0.18032786885245902,0.2626362286316962,47.0,5.566666666666666
4307,4585,9993,14300,1,2,1,3,1,11,1,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,50,96,77.28571428571428,76.0,0,0.0,,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.25,8.587301587301587,2.3333333333333335,2.0
9985,32,5416,9192,0,3286,2991,1,27,17508,3,30,79,4,0,61,1,214,0,6,37,8,1,1,3,2,19,11,2,12,3,3,15,200,54.35514018691589,53.0,1,3.0,2,15.283720930232558,13.911627906976744,0.013953488372093023,0.10714285714285714,0.252814605520539,1.0,7.925925925925926
12474,14621,7014,5791,1,53,2,88,1,7694,2,0,0,0,0,3,209,2,2,0,37,8,1,1,10,0,21,35,14,17,0,14,57,295,153.92583732057415,152.5,0,1.0,1,0.25118483412322273,0.009478672985781991,0.009478672985781991,0.02247191011235955,0.7295063380121998,2.375,2.0
23856,13589,9940,12862,1,1,1,2,1,266,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,71,57.25,57.5,0,0.0,,0.2,0.2,0.2,0.3333333333333333,11.45,2.0,1.0
14933,16654,7121,13030,1,61,11,37,15,234,51,0,0,0,0,2,478,29,13,18,32,5,1,0,3,1,17,48,11,12,0,294,19,329,61.413288125811576,30.0,1,15.5,3,0.1203155818540434,0.021696252465483234,0.10059171597633136,0.9807692307692307,0.12113074581027924,12.91891891891892,1.9333333333333333
18550,7287,2676,12890,0,12,21,6,1,221,2,0,0,0,0,2,49,2,19,2,15,1,0,0,0,0,1,11,0,3,0,1,65,185,124.3877551020408,125.0,1,10.5,3,0.23529411764705882,0.4117647058823529,0.0392156862745098,0.2857142857142857,2.438975590236094,8.166666666666666,2.0
5304,22610,4507,8409,0,63,7,8,1,176,1,0,0,0,0,1,106,2,77,0,28,0,0,2,1,0,7,13,5,10,0,1,49,141,76.13207547169812,73.0,0,38.5,3,0.5833333333333334,0.06481481481481481,0.009259259259259259,0.1111111111111111,0.7049266247379455,13.25,2.0
18,3646,14779,7348,0,1,17,2,2,16,4,0,1,0,0,5,9,4,0,0,2,0,0,0,0,1,0,1,0,3,0,0,61,123,83.08333333333334,80.5,1,0.0,,0.07692307692307693,1.3076923076923077,0.3076923076923077,1.0,6.391025641025641,4.5,2.0
5582,14359,15946,4381,0,10893,3854,4,6,2828,10,125,21,7,0,160,28,55,2,1,56,1,0,4,0,2,3,7,5,9,0,3,60,179,117.30064935064937,121.5,1,1.5,2,131.24096385542168,46.433734939759034,0.12048192771084337,1.0,1.4132608355499923,7.0,9.166666666666666
9518,7836,19050,5372,0,5357,821,4,11,56,3,20,0,0,0,53,45,32,6,9,28,1,0,2,1,7,2,10,2,1,0,1,24,185,64.30902777777777,62.0,1,7.5,3,69.57142857142857,10.662337662337663,0.03896103896103896,0.2,0.8351821789321788,11.25,2.909090909090909
3758,11324,9196,13388,0,27069,11622,1,53,434,4,74,12,5,0,189,5,164,1,44,39,2,1,6,5,2,8,36,7,9,1,1,20,171,69.7560975609756,59.0,0,22.5,3,160.1715976331361,68.76923076923077,0.023668639053254437,0.07407407407407407,0.41275797373358347,5.0,3.0943396226415096
980,23604,12987,14389,0,0,0,1,1,15,298,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,36,66,55.333333333333336,64.0,1,0.0,,0.0,0.0,74.5,149.0,13.833333333333334,3.0,1.0
8322,3844,23323,9875,0,69,0,9,1,206,1,1,0,0,0,1,49,6,26,2,11,0,0,2,0,0,1,9,3,4,0,2,24,151,72.4421768707483,67.5,0,14.0,3,1.2545454545454546,0.0,0.01818181818181818,0.1,1.31713048855906,5.444444444444445,6.0
312,2662,26069,18288,1,42,35,3,1,98,1,0,0,0,0,4,9,1,2,1,1,1,0,1,0,0,0,1,2,0,0,0,26,91,44.0,39.0,0,1.5,2,4.2,3.5,0.1,0.25,4.4,3.0,1.0
22985,20124,4557,1226,0,11,4,24,1,221,1,0,0,0,0,2,92,1,49,0,22,2,4,2,2,0,6,19,0,5,1,8,54,257,109.53260869565216,103.0,0,24.5,3,0.11827956989247312,0.043010752688172046,0.010752688172043012,0.04,1.1777699859747544,3.8333333333333335,1.0
5706,21834,19293,16560,0,3756,233439,1,22,319,8,12,879,8,0,109,28,144,18,46,29,1,25,1,0,2,5,18,16,7,0,30,7,298,57.51587301587301,42.5,0,32.0,3,21.837209302325583,1357.203488372093,0.046511627906976744,0.34782608695652173,0.3343946105574012,28.0,6.545454545454546
23143,3426,22232,9631,0,23,2,7,1,133,2,0,0,0,0,2,61,2,56,0,16,1,0,0,0,0,3,19,3,3,0,0,44,233,116.00819672131148,112.5,0,28.0,3,0.36507936507936506,0.031746031746031744,0.031746031746031744,0.25,1.841399947957325,8.714285714285714,2.0
8375,16402,169,11914,0,669,517,1,78,9695,1,1,0,0,0,5,1,205,0,1,9,1,2,0,0,0,37,65,2,0,0,0,22,86,53.48780487804878,59.0,1,0.5,1,3.2475728155339807,2.5097087378640777,0.0048543689320388345,0.012658227848101266,0.2596495382429552,1.0,2.628205128205128
6489,5662,24159,3672,0,29,1425,1,2,174,2,1,4,5,0,10,18,5,1,5,5,2,0,0,0,1,3,7,0,0,0,0,21,153,70.12222222222222,59.5,1,3.0,2,1.2608695652173914,61.95652173913044,0.08695652173913043,0.6666666666666666,3.048792270531401,18.0,2.5
16765,13420,22157,14970,0,759,312,1,2,9,1,2,1,0,0,3,1,9,0,0,1,0,0,0,0,0,4,0,0,0,1,0,44,72,59.111111111111114,66.0,0,0.0,,75.9,31.2,0.1,0.3333333333333333,5.911111111111111,1.0,4.5
26092,23866,23851,1891,1,1,1,64,1,2956,1,0,0,0,0,1,264,1,7,1,41,1,0,2,1,0,62,17,7,11,1,15,33,239,73.41666666666666,74.0,0,4.0,2,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.015384615384615385,0.27704402515723264,4.125,1.0
11509,18506,2432,17151,1,1,0,5,1,24,1,0,0,0,0,1,9,1,3,0,0,0,0,0,0,0,1,4,0,0,0,0,34,80,54.55555555555556,59.0,0,1.5,2,0.1,0.0,0.1,0.16666666666666666,5.455555555555556,1.8,1.0
12758,19491,2526,10257,1,6,3,6,1,427,1,0,0,0,0,3,11,1,1,0,1,0,0,0,1,1,4,4,0,0,0,0,87,190,122.0,115.0,0,0.5,1,0.5,0.25,0.08333333333333333,0.14285714285714285,10.166666666666666,1.8333333333333333,1.0
6338,1640,3678,9337,0,61,8,10,1,158,1,1,0,0,0,5,52,1,42,0,8,0,0,0,1,1,18,8,1,8,0,7,282,385,314.34615384615387,309.5,0,21.0,3,1.150943396226415,0.1509433962264151,0.018867924528301886,0.09090909090909091,5.931059506531205,5.2,1.0
6244,20720,23896,16786,0,40,0,3,1,5,1,1,0,0,0,1,8,2,0,0,1,0,0,1,0,0,2,3,1,1,0,0,48,123,76.375,77.5,1,0.0,,4.0,0.0,0.1,0.25,7.6375,2.6666666666666665,2.0
3919,23261,10121,6975,1,0,0,1,1,12,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,26,22.75,24.0,0,0.0,,0.0,0.0,0.16666666666666666,0.5,3.7916666666666665,4.0,2.0
11678,20625,18950,10927,0,2,2,47,2,15,1,0,0,0,0,1,443,2,0,0,25,1,2,1,1,4,12,28,11,40,4,3,39,521,72.41873589164786,71.5,1,0.0,,0.0044943820224719105,0.0044943820224719105,0.0022471910112359553,0.02040816326530612,0.1627387323407817,9.425531914893616,1.0
23687,2612,19726,9657,0,4,7,42,1,1,2,0,0,0,0,3,362,2,0,0,20,1,1,1,1,4,10,23,10,30,2,0,15,527,63.9585635359116,63.5,1,0.0,,0.01098901098901099,0.019230769230769232,0.005494505494505495,0.046511627906976744,0.17571033938437253,8.619047619047619,2.0
4607,2958,5450,5449,0,5,5,1,1,3554,1,0,0,0,0,2,20,3,0,0,6,2,0,0,0,0,1,0,3,3,0,0,38,152,69.98333333333333,57.5,1,0.0,,0.21739130434782608,0.21739130434782608,0.043478260869565216,0.5,3.042753623188406,20.0,3.0
8434,2135,14766,201,1,1,0,5,1,214,1,0,0,0,0,1,9,1,7,1,0,0,0,0,0,0,3,3,0,0,0,0,32,73,56.333333333333336,59.0,0,4.0,2,0.1,0.0,0.1,0.16666666666666666,5.633333333333334,1.8,1.0
7820,23368,26388,12644,1,73,13,5,1,35,1,0,0,0,0,5,21,12,4,0,3,1,0,2,0,0,2,9,1,0,0,2,24,196,84.71428571428572,72.0,0,2.0,2,2.212121212121212,0.3939393939393939,0.030303030303030304,0.16666666666666666,2.5670995670995675,4.2,12.0
7894,17353,8632,3705,0,1210,15,1,2,337,3,24,0,0,0,7,35,18,11,4,10,0,0,1,0,2,5,23,0,0,0,0,25,117,65.60634920634921,62.5,1,7.5,3,22.830188679245282,0.2830188679245283,0.05660377358490566,1.0,1.2378556454028153,35.0,9.0
8932,25908,1704,10859,0,143,357,3,1,114,1,1,1,1,0,1,19,2,11,0,1,0,0,0,0,0,0,0,2,0,0,0,31,103,64.52631578947368,43.0,1,5.5,3,6.809523809523809,17.0,0.047619047619047616,0.25,3.072681704260652,6.333333333333333,2.0
15355,9877,22052,9722,1,29,28,2,1,51,1,0,0,0,0,4,5,4,0,2,3,0,0,0,0,0,0,2,0,1,0,0,32,98,69.15,71.0,0,1.0,1,3.2222222222222223,3.111111111111111,0.1111111111111111,0.3333333333333333,7.683333333333334,2.5,4.0
5425,9991,26668,9745,0,1,1,2,1,20,1,0,0,0,0,1,3,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,34,84,54.0,44.0,0,0.0,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,9.0,1.5,3.0
16881,18040,19383,2396,1,49,15,4,1,182,1,0,0,0,0,2,8,2,8,2,2,0,0,0,0,0,1,0,0,1,0,0,33,103,70.125,77.0,0,5.0,2,4.9,1.5,0.1,0.2,7.0125,2.0,2.0
