commit,parent1,parent2,ancestor,is pr,added lines,deleted lines,devs parent1,devs parent2,time,nr files,added files,deleted files,renamed files,copied files,modified files,nr commits1,nr commits2,density1,density2,fix,bug,feature,improve,document,refactor,update,add,remove,use,delete,change,messages_min,messages_max,messages_mean,messages_median,conflict,avg_density,avg_density_cat,added_lines_per_commit,deleted_lines_per_commit,files_per_commit,files_per_developer,messages_per_commit,commit_per_developer_on_branch1,commit_per_developer_on_branch2
7888,25860,21900,14606,1,13,1,4,1,45,1,0,0,0,0,1,22,1,12,1,5,0,0,0,0,0,0,6,0,1,0,1,60,146,92.36363636363636,91.0,0,6.5,3,0.5652173913043478,0.043478260869565216,0.043478260869565216,0.2,4.015810276679842,5.5,1.0
19417,22288,23447,4806,1,29,2,52,1,413,1,0,0,0,0,2,355,1,103,0,99,11,3,1,5,3,25,84,15,23,1,29,76,512,117.79718309859156,115.0,0,51.5,3,0.08146067415730338,0.0056179775280898875,0.0028089887640449437,0.018867924528301886,0.33089096376008864,6.826923076923077,1.0
26436,22833,17964,11592,1,67,44,33,1,239,2,0,0,0,0,2,125,1,37,0,28,4,1,1,6,0,7,21,6,11,0,5,53,438,102.184,95.0,0,18.5,3,0.5317460317460317,0.3492063492063492,0.015873015873015872,0.058823529411764705,0.8109841269841269,3.787878787878788,1.0
18879,4470,14097,13638,0,1448,332,9,22,2326,11,1,0,0,0,46,68,92,1,1,13,4,0,0,4,1,18,13,6,3,0,5,24,173,86.51278772378517,88.0,1,1.0,1,9.05,2.075,0.06875,0.3548387096774194,0.5407049232736573,7.555555555555555,4.181818181818182
8602,21563,24165,16207,1,2472,11,3,3,46,1,14,0,0,0,11,7,32,0,31,12,3,0,0,3,0,4,16,1,0,1,1,12,136,64.36160714285714,72.5,0,15.5,3,63.38461538461539,0.28205128205128205,0.02564102564102564,0.16666666666666666,1.6502976190476188,2.3333333333333335,10.666666666666666
17760,10389,16471,11150,1,4,1,3,1,460,1,0,0,0,0,1,10,1,0,1,1,0,0,0,1,0,2,1,0,1,0,0,45,88,70.2,73.0,0,0.5,1,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.25,6.381818181818182,3.3333333333333335,1.0
20679,10034,2991,6162,0,78,47,13,1,433,1,0,0,0,0,1,81,1,34,1,12,1,0,1,1,0,3,21,2,1,0,3,79,161,106.03703703703704,106.0,0,17.5,3,0.9512195121951219,0.573170731707317,0.012195121951219513,0.07142857142857142,1.2931345980126467,6.230769230769231,1.0
14988,1811,17083,5638,1,1,1,94,1,242,1,0,0,0,0,1,407,1,236,0,88,9,0,1,11,1,37,75,11,31,0,11,51,184,99.08845208845209,97.0,0,118.0,4,0.0024509803921568627,0.0024509803921568627,0.0024509803921568627,0.010526315789473684,0.2428638531579708,4.329787234042553,1.0
6025,17050,5716,7420,0,0,0,5,4,71,3,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,2,0,0,2,0,0,34,216,94.25,88.0,0,0.0,,0.0,0.0,0.1875,0.3333333333333333,5.890625,1.6,2.0
22652,7315,4799,4606,1,10,1,39,1,451,1,0,0,0,0,1,343,1,101,0,83,20,0,5,5,2,31,49,15,28,0,7,54,545,98.1195335276968,93.0,0,50.5,3,0.029069767441860465,0.0029069767441860465,0.0029069767441860465,0.025,0.2852312021153977,8.794871794871796,1.0
1726,14394,4811,5521,0,72,55,5,1,47,2,0,0,0,0,3,27,1,22,0,7,0,0,1,3,0,2,2,0,1,0,1,49,114,77.51851851851852,75.0,1,11.0,3,2.5714285714285716,1.9642857142857142,0.07142857142857142,0.3333333333333333,2.7685185185185186,5.4,1.0
5821,11518,22459,6694,0,0,0,1,5,671,4,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,62,41.66666666666667,39.0,1,0.0,,0.0,0.0,0.4,0.6666666666666666,4.166666666666667,1.0,1.8
11985,16651,11339,15134,1,571,1,14,1,617,1,11,0,0,0,1,132,2,51,0,13,4,0,3,0,0,5,40,5,3,0,3,76,289,133.63636363636363,131.0,0,25.5,3,4.2611940298507465,0.007462686567164179,0.007462686567164179,0.06666666666666667,0.9972862957937584,9.428571428571429,2.0
6536,25900,1665,10188,0,19,0,8,1,55,1,0,0,0,0,1,231,3,39,0,16,3,14,4,4,3,7,31,9,4,2,1,37,287,78.23809523809524,77.0,0,19.5,3,0.0811965811965812,0.0,0.004273504273504274,0.1111111111111111,0.33435083435083435,28.875,3.0
9713,7671,14668,14499,1,77,18,29,1,552,2,0,0,0,0,2,164,1,14,0,31,2,1,4,4,0,12,28,3,4,0,3,32,135,60.13414634146341,60.5,0,7.0,3,0.4666666666666667,0.10909090909090909,0.012121212121212121,0.06666666666666667,0.36444937176644493,5.655172413793103,1.0
6812,22362,26054,2289,0,69,3,10,1,87,1,0,0,0,0,5,18,1,13,1,8,0,0,1,0,0,3,4,0,5,0,0,86,377,138.61111111111111,115.5,0,7.0,3,3.6315789473684212,0.15789473684210525,0.05263157894736842,0.09090909090909091,7.295321637426901,1.8,1.0
5832,7206,383,4408,1,1211,1040,6,1,624,1,0,1,0,0,11,33,1,15,0,6,0,0,5,0,0,0,4,0,1,0,0,73,177,104.93939393939394,103.0,0,7.5,3,35.61764705882353,30.58823529411765,0.029411764705882353,0.14285714285714285,3.086452762923351,5.5,1.0
14608,22015,2445,17790,1,1,1,4,1,110,1,0,0,0,0,1,18,1,18,0,4,0,0,0,3,0,0,6,0,0,0,0,96,148,118.05555555555556,116.0,0,9.0,3,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.2,6.213450292397661,4.5,1.0
10033,13143,4720,2965,0,112,115,48,1,49,1,0,0,0,0,3,140,1,81,0,26,3,1,0,2,1,11,26,2,8,0,11,441,646,481.5928571428571,480.0,0,40.5,3,0.7943262411347518,0.8156028368794326,0.0070921985815602835,0.02040816326530612,3.4155521783181353,2.9166666666666665,1.0
25575,6662,22179,6007,0,501,3,1,6,353,1,10,0,71,0,6,4,19,2,5,1,0,0,0,1,2,2,7,1,2,0,3,75,215,139.4736842105263,132.5,0,3.5,2,21.782608695652176,0.13043478260869565,0.043478260869565216,0.14285714285714285,6.064073226544622,4.0,3.1666666666666665
13908,18725,16910,10518,1,1,0,2,1,148,1,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,32,60,47.0,49.0,0,1.5,2,0.25,0.0,0.25,0.3333333333333333,11.75,1.5,1.0
26290,7223,14607,7126,1,66,2,3,1,275,1,0,0,0,0,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,98,126,108.75,105.5,0,1.0,1,13.2,0.4,0.2,0.25,21.75,1.3333333333333333,1.0
17347,12916,16127,567,0,2,0,1,1,4,4,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,81,99,87.5,85.0,1,0.0,,0.4,0.0,0.8,2.0,17.5,4.0,1.0
17440,14153,24931,4789,1,5,5,3,1,12,1,0,0,0,0,5,12,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,28,70,50.166666666666664,59.5,0,0.0,,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.25,3.344444444444444,4.0,3.0
22191,4968,7350,10803,0,38266,11752,1,7,4455,1,161,103,34,0,159,1,153,0,6,1,1,0,0,0,0,0,2,0,0,0,0,18,76,26.235294117647054,22.0,1,3.0,2,248.4805194805195,76.31168831168831,0.006493506493506494,0.125,0.17035905271199386,1.0,21.857142857142858
6559,5549,2936,6120,1,12,1,3,1,1380,1,0,0,0,0,2,10,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,77,161,121.2,122.5,0,0.0,,1.0,0.08333333333333333,0.08333333333333333,0.25,10.1,3.3333333333333335,2.0
954,14462,11215,13465,1,445,122,3,1,131,1,5,4,0,0,13,8,5,7,5,1,0,0,1,1,0,1,6,0,0,0,0,45,184,99.075,80.0,0,6.0,3,34.23076923076923,9.384615384615385,0.07692307692307693,0.25,7.621153846153846,2.6666666666666665,5.0
19263,3053,17953,17127,1,39,36,8,1,335,2,0,0,0,0,2,144,1,62,0,38,0,0,13,0,1,7,25,13,8,0,1,70,182,96.80555555555556,94.0,0,31.0,3,0.2689655172413793,0.2482758620689655,0.013793103448275862,0.2222222222222222,0.6676245210727969,18.0,1.0
11621,22371,16352,288,1,462,119,6,1,310,1,3,0,0,0,3,34,5,2,0,5,0,0,1,0,1,2,5,1,2,0,1,33,277,85.93529411764706,72.0,0,1.0,1,11.846153846153847,3.051282051282051,0.02564102564102564,0.14285714285714285,2.2034690799396683,5.666666666666667,5.0
21095,14078,18242,1614,0,125,57,1,3,264,1,2,0,0,0,6,1,8,0,2,1,1,1,0,0,0,4,2,0,0,0,0,33,73,51.25,43.0,1,1.0,1,13.88888888888889,6.333333333333333,0.1111111111111111,0.25,5.694444444444445,1.0,2.6666666666666665
6570,7647,18606,6983,1,295,29,7,1,110,1,3,0,0,0,4,53,1,44,1,13,2,0,2,1,1,2,4,0,2,0,2,66,239,109.20754716981132,110.0,0,22.5,3,5.462962962962963,0.5370370370370371,0.018518518518518517,0.125,2.0223619846261354,7.571428571428571,1.0
1949,8370,478,17216,0,633,513,1,7,2,1,4,0,0,0,23,2,29,0,0,2,0,0,0,0,4,8,4,0,1,1,0,60,209,96.65517241379312,90.0,1,0.0,,20.419354838709676,16.548387096774192,0.03225806451612903,0.125,3.1179087875417135,2.0,4.142857142857143
10129,2854,17507,13457,1,20,20,2,1,73,1,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,52,107,78.66666666666666,77.0,0,0.5,1,5.0,5.0,0.25,0.3333333333333333,19.666666666666664,1.5,1.0
3213,23122,6691,14769,0,111,10,1,1,2476,2,1,0,0,0,2,3,4,3,0,0,0,0,1,1,0,1,5,2,3,0,1,62,294,184.91666666666663,196.0,1,1.5,2,15.857142857142858,1.4285714285714286,0.2857142857142857,1.0,26.41666666666666,3.0,4.0
15619,17243,7440,2793,0,1,1,57,1,540,1,0,0,0,0,1,288,2,77,2,75,13,6,1,8,1,33,53,3,20,3,29,51,309,96.09027777777776,93.0,0,39.5,3,0.0034482758620689655,0.0034482758620689655,0.0034482758620689655,0.017241379310344827,0.33134578544061294,5.052631578947368,2.0
17135,5118,11192,14759,1,112,1,3,1,35,2,0,0,0,0,3,5,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,44,81,62.2,59.0,0,2.0,2,18.666666666666668,0.16666666666666666,0.3333333333333333,0.5,10.366666666666667,1.6666666666666667,1.0
20941,12848,6043,6500,0,0,0,1,2,7,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,57,42.5,42.5,0,0.0,,0.0,0.0,0.3333333333333333,0.3333333333333333,14.166666666666666,1.0,1.0
6783,12718,8618,16920,0,0,0,7,2,128,2,0,0,0,0,0,49,2,39,2,13,2,0,2,3,1,2,3,0,1,0,0,41,217,84.58163265306123,85.5,0,20.5,3,0.0,0.0,0.0392156862745098,0.2222222222222222,1.658463385354142,7.0,1.0
24419,3385,14148,4648,1,4,3,44,1,6872,1,0,0,0,0,1,136,1,0,1,27,0,0,1,3,0,11,12,8,4,0,6,52,132,84.78676470588235,87.0,0,0.5,1,0.029197080291970802,0.021897810218978103,0.0072992700729927005,0.022222222222222223,0.6188814942035208,3.090909090909091,1.0
13476,21675,2234,4407,0,458,22,2,5,48,1,11,0,0,0,7,3,18,1,4,1,0,0,0,0,0,7,1,0,0,0,0,10,120,53.44444444444444,35.0,1,2.5,2,21.80952380952381,1.0476190476190477,0.047619047619047616,0.14285714285714285,2.544973544973545,1.5,3.6
14937,1429,21463,3550,1,34,0,2,1,47,2,0,0,0,0,4,6,1,5,1,2,0,0,0,0,0,1,1,0,0,0,0,83,125,93.33333333333331,86.5,0,3.0,2,4.857142857142857,0.0,0.2857142857142857,0.6666666666666666,13.33333333333333,3.0,1.0
10114,19242,2074,16976,1,1,0,9,1,68,1,0,0,0,0,1,18,3,7,0,2,0,0,0,0,0,1,9,0,2,0,1,25,103,62.77777777777778,69.5,0,3.5,2,0.047619047619047616,0.0,0.047619047619047616,0.1,2.9894179894179893,2.0,3.0
13472,21822,18094,17049,1,1,0,5,1,75,1,0,0,0,0,1,9,2,9,1,1,0,0,0,0,0,1,4,0,1,0,0,44,95,66.33333333333333,65.0,0,5.0,2,0.09090909090909091,0.0,0.09090909090909091,0.16666666666666666,6.03030303030303,1.8,2.0
26737,18102,18095,16899,0,8,28,50,1,454,1,0,0,0,0,2,211,1,62,0,61,13,0,1,9,3,8,47,6,16,0,7,40,263,81.68720379146919,77.0,0,31.0,3,0.03773584905660377,0.1320754716981132,0.0047169811320754715,0.0196078431372549,0.38531699901636407,4.22,1.0
9242,3944,6460,3290,0,49,3,60,1,6413,3,0,0,0,0,3,225,1,3,0,52,2,1,1,12,4,25,32,5,11,0,10,55,210,86.10222222222222,86.0,1,1.5,2,0.2168141592920354,0.01327433628318584,0.01327433628318584,0.04918032786885246,0.38098328416912486,3.75,1.0
20300,6499,23378,8135,1,1,0,2,1,219,1,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,50,67,58.5,58.5,0,1.0,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,19.5,1.0,1.0
10600,6699,728,3975,1,44,0,48,1,4782,2,0,0,0,0,2,150,2,6,2,36,2,1,0,6,0,19,23,4,6,0,7,59,229,98.4,97.5,0,4.0,2,0.2894736842105263,0.0,0.013157894736842105,0.04081632653061224,0.6473684210526316,3.125,2.0
5445,12957,25253,9984,1,15,2,37,1,282,1,0,0,0,0,1,129,1,55,0,38,6,1,4,9,3,5,16,6,21,1,4,112,286,157.50387596899225,151.0,0,27.5,3,0.11538461538461539,0.015384615384615385,0.007692307692307693,0.02631578947368421,1.2115682766845557,3.4864864864864864,1.0
9078,20074,20185,10811,1,39,29,7,2,795,2,0,0,0,0,3,21,3,3,2,7,0,0,0,0,0,4,1,1,1,0,0,36,139,84.19047619047619,71.0,0,2.5,2,1.625,1.2083333333333333,0.08333333333333333,0.2222222222222222,3.507936507936508,3.0,1.5
225,24698,2386,5964,1,1833,1369,2,1,84,1,6,1,2,0,202,2,6,2,6,1,0,0,1,0,0,0,0,0,1,0,0,56,134,95.83333333333331,97.0,0,4.0,2,229.125,171.125,0.125,0.3333333333333333,11.979166666666664,1.0,6.0
1407,5440,4171,1643,1,1,0,10,1,216,1,0,0,0,0,1,21,3,16,1,0,0,0,0,0,0,3,9,0,0,0,1,30,72,49.76190476190476,42.0,0,8.5,3,0.041666666666666664,0.0,0.041666666666666664,0.09090909090909091,2.073412698412698,2.1,3.0
22915,23964,16447,16330,0,29,14,2,2,120,1,1,0,0,0,3,10,6,2,6,2,0,0,0,0,0,1,8,1,4,0,1,16,305,98.93333333333332,74.5,1,4.0,2,1.8125,0.875,0.0625,0.25,6.183333333333333,5.0,3.0
4253,11381,20102,14959,0,3,1,77,2,48,1,0,0,0,0,2,252,2,2,2,46,1,2,1,10,0,10,30,12,16,0,9,38,305,87.11507936507937,88.0,1,2.0,2,0.011811023622047244,0.003937007874015748,0.003937007874015748,0.012658227848101266,0.3429727534058243,3.272727272727273,1.0
12067,25414,19388,2700,1,36,6,13,1,368,2,0,0,0,0,4,64,3,26,1,10,1,0,1,4,0,3,6,2,5,0,3,46,574,120.45833333333334,110.0,0,13.5,3,0.5373134328358209,0.08955223880597014,0.029850746268656716,0.14285714285714285,1.7978855721393037,4.923076923076923,3.0
14357,1914,1935,17314,0,166,112,1,2,187,1,0,0,0,0,35,1,4,0,4,0,1,0,0,0,0,2,0,0,0,0,0,16,29,21.75,21.0,1,2.0,2,33.2,22.4,0.2,0.3333333333333333,4.35,1.0,2.0
8317,23627,5138,12345,0,167,4,1,1,20,2,3,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,106,106,106.0,106.0,0,0.0,,83.5,2.0,1.0,1.0,53.0,1.0,1.0
25132,10250,24050,9601,1,1266,0,3,1,116,1,18,0,0,0,1,20,4,16,4,10,0,0,0,0,0,6,3,0,0,0,1,40,193,109.65,104.0,0,10.0,3,52.75,0.0,0.041666666666666664,0.25,4.5687500000000005,6.666666666666667,4.0
15466,7725,21484,2092,1,12,8,26,1,527,1,0,0,0,0,1,149,2,18,2,30,2,0,4,4,0,12,26,3,4,0,3,47,162,81.47651006711409,82.0,0,10.0,3,0.07947019867549669,0.052980132450331126,0.006622516556291391,0.037037037037037035,0.5395795368683053,5.730769230769231,2.0
19139,9640,13290,12807,1,1,1,3,1,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,70,105,83.66666666666666,76.0,0,0.0,,0.25,0.25,0.25,0.25,20.916666666666664,1.0,1.0
24123,7000,21173,18181,1,1,0,9,1,1808,1,0,0,0,0,1,19,1,0,1,1,0,0,1,0,0,1,7,0,0,0,0,30,79,54.21052631578947,56.0,0,0.5,1,0.05,0.0,0.05,0.1,2.7105263157894735,2.111111111111111,1.0
11203,16329,19,17151,1,1,0,8,1,24,1,0,0,0,0,1,17,1,7,0,0,0,0,0,0,0,1,8,0,0,0,0,52,98,71.76470588235294,77.0,0,3.5,2,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,3.9869281045751634,2.125,1.0
3268,2324,20381,12877,0,36,0,1,1,42,2,0,0,0,0,2,9,2,3,2,5,0,0,0,0,1,1,1,1,0,0,0,30,56,45.111111111111114,47.0,0,2.5,2,3.272727272727273,0.0,0.18181818181818182,1.0,4.101010101010101,9.0,2.0
7618,10309,11767,11660,0,0,0,133,5,211,12,0,0,0,0,0,387,6,103,0,45,8,1,10,0,5,61,96,13,20,2,3,41,162,85.4328165374677,82.5,1,51.5,3,0.0,0.0,0.030534351145038167,0.08695652173913043,0.21738630162205522,2.9097744360902253,1.2
2260,1094,2320,11048,0,197,186,2,1,21,3,0,0,0,0,9,94,9,0,0,26,9,1,4,6,1,9,34,1,7,0,6,62,476,159.8983451536643,138.5,1,0.0,,1.912621359223301,1.8058252427184467,0.02912621359223301,1.0,1.5524111179967408,47.0,9.0
1304,12130,11322,9372,0,12,2,6,1,53,1,0,0,0,0,1,14,4,13,4,4,2,0,0,0,0,2,3,1,1,0,0,30,135,67.82142857142857,67.0,0,8.5,3,0.6666666666666666,0.1111111111111111,0.05555555555555555,0.14285714285714285,3.767857142857143,2.3333333333333335,4.0
16667,3628,11779,14422,0,3,3,1,2,23,1,0,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,39,85,62.0,62.0,0,0.5,1,1.0,1.0,0.3333333333333333,0.3333333333333333,20.666666666666668,1.0,1.0
24435,6140,5834,11582,1,60,1,2,1,23,1,1,0,0,0,2,17,1,9,0,2,1,0,0,2,0,1,0,1,2,0,0,77,150,109.64705882352942,104.0,0,4.5,2,3.3333333333333335,0.05555555555555555,0.05555555555555555,0.3333333333333333,6.091503267973857,8.5,1.0
8064,16742,5206,6385,1,3,3,4,1,15,1,0,0,0,0,1,6,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,60,105,72.16666666666666,66.0,0,1.0,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2,10.309523809523808,1.5,1.0
25146,16612,16509,10444,0,77,1,10,1,152,1,1,0,0,0,2,61,2,54,1,20,0,0,3,0,0,1,13,3,1,0,0,48,162,84.36065573770492,80.0,0,27.5,3,1.2222222222222223,0.015873015873015872,0.015873015873015872,0.09090909090909091,1.3390580275826178,6.1,2.0
6388,12645,3581,2421,0,2189,1632,1,2,172,2,37,17,73,0,7,1,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,16,37,27.8,25.0,1,1.5,2,364.8333333333333,272.0,0.3333333333333333,0.6666666666666666,4.633333333333334,1.0,2.5
3681,18519,14606,1200,0,5,0,1,1,91,1,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,37,44,40.5,40.5,1,1.0,1,1.6666666666666667,0.0,0.3333333333333333,0.5,13.5,1.0,2.0
5372,6006,14670,13924,1,2,1,16,1,68,1,0,0,0,0,1,34,1,19,0,12,1,0,0,0,0,3,5,0,4,0,5,93,211,131.8235294117647,125.5,0,9.5,3,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.058823529411764705,3.7663865546218482,2.125,1.0
23762,23981,21741,3660,0,2,0,1,1,1,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,88,79.66666666666666,81.0,1,0.0,,0.5,0.0,0.25,0.5,19.916666666666664,3.0,1.0
21727,4368,10854,590,0,299,170,2,1,3,2,1,0,0,0,5,60,4,0,0,12,4,1,0,5,0,4,22,0,7,0,5,54,392,154.91666666666669,129.5,0,0.0,,4.671875,2.65625,0.03125,0.6666666666666666,2.420572916666667,30.0,4.0
25733,15233,16751,15452,1,3,0,53,1,473,1,0,0,0,0,1,257,1,94,1,39,3,2,4,15,0,24,39,13,15,0,16,63,746,111.91439688715954,104.0,0,47.5,3,0.011627906976744186,0.0,0.003875968992248062,0.018518518518518517,0.4337767321207734,4.849056603773585,1.0
18705,20469,5456,10598,0,1144,559,2,3,518,2,1,0,0,0,30,41,20,5,12,24,1,2,1,3,0,6,21,1,3,0,2,46,565,247.94146341463417,221.5,1,8.5,3,18.75409836065574,9.163934426229508,0.03278688524590164,0.4,4.0646141543382655,20.5,6.666666666666667
2179,13899,4739,201,1,9,0,4,1,214,1,0,0,0,0,1,6,2,5,2,0,0,0,0,0,0,2,3,0,0,0,0,69,106,88.0,91.0,0,3.5,2,1.125,0.0,0.125,0.2,11.0,1.5,2.0
10426,20669,14130,6867,1,1,0,71,1,500,1,0,0,0,0,1,200,2,48,0,3,0,0,0,0,0,14,103,9,0,0,2,30,107,62.83,62.0,0,24.0,3,0.0049504950495049506,0.0,0.0049504950495049506,0.013888888888888888,0.31103960396039604,2.816901408450704,2.0
12314,1166,15227,15653,1,57,2,11,1,3834,1,0,0,0,0,1,49,2,0,0,7,2,1,0,0,1,23,4,2,1,2,0,43,159,76.76530612244898,71.5,0,0.0,,1.1176470588235294,0.0392156862745098,0.0196078431372549,0.08333333333333333,1.5052020808323328,4.454545454545454,2.0
21662,13159,2822,16205,0,74,0,8,1,99,1,1,0,0,0,1,80,1,47,1,10,0,0,2,0,0,3,10,5,4,0,0,41,130,72.35,69.0,0,24.0,3,0.9135802469135802,0.0,0.012345679012345678,0.1111111111111111,0.8932098765432098,10.0,1.0
16860,23008,25894,15771,0,177,355,1,1,131,4,2,2,0,0,5,26,5,0,5,4,0,0,0,3,1,2,7,2,1,0,2,40,129,79.56923076923076,74.0,1,2.5,2,5.709677419354839,11.451612903225806,0.12903225806451613,2.0,2.566749379652605,26.0,5.0
6277,21873,473,3536,0,205,112,2,4,299,2,1,0,0,0,8,56,5,0,2,2,1,0,1,12,0,11,12,1,4,0,0,23,229,93.14285714285714,84.0,0,1.0,1,3.360655737704918,1.8360655737704918,0.03278688524590164,0.3333333333333333,1.5269320843091334,28.0,1.25
11812,6992,20849,13192,1,3,1,4,1,24,1,0,0,0,0,1,13,1,0,1,6,0,0,0,0,0,0,2,0,0,0,3,86,136,105.15384615384616,103.0,0,0.5,1,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2,7.510989010989012,3.25,1.0
13978,14196,15144,16389,0,145751,145709,1,1,0,2,2,0,0,0,1150,2,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,81,37.66666666666667,16.0,1,0.0,,29150.2,29141.8,0.4,1.0,7.533333333333334,2.0,3.0
1752,7015,15158,18243,1,9,6,42,1,335,1,0,0,0,0,1,149,1,44,0,30,5,0,1,7,0,14,20,2,9,0,7,67,230,110.18120805369128,107.0,0,22.0,3,0.06,0.04,0.006666666666666667,0.023255813953488372,0.7345413870246085,3.5476190476190474,1.0
8651,3112,14271,1009,0,78,32,1,2,29,2,0,0,0,0,4,1,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,73,95,88.5,93.0,0,1.0,1,15.6,6.4,0.4,0.6666666666666666,17.7,1.0,2.0
23601,20014,19999,7856,1,9,0,3,1,902,1,0,0,0,0,1,10,1,0,0,0,0,0,0,0,1,4,4,1,0,0,0,39,87,55.6,45.0,0,0.0,,0.8181818181818182,0.0,0.09090909090909091,0.25,5.054545454545455,3.3333333333333335,1.0
17937,18905,1708,15257,0,365,27,1,1,14,1,9,0,0,0,11,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31,31,31.0,31.0,0,0.0,,121.66666666666667,9.0,0.3333333333333333,0.5,10.333333333333334,1.0,2.0
23010,25658,7667,855,1,9,2,7,1,52,3,0,0,0,0,4,17,1,10,1,7,0,0,0,3,0,0,3,2,1,0,0,212,538,255.76470588235293,239.0,0,5.5,3,0.5,0.1111111111111111,0.16666666666666666,0.375,14.209150326797385,2.4285714285714284,1.0
17852,14289,14139,13839,1,11,2,5,1,37,1,0,0,0,0,1,18,1,9,0,3,1,3,0,2,0,0,5,1,1,0,0,75,242,110.11111111111111,102.0,0,4.5,2,0.5789473684210527,0.10526315789473684,0.05263157894736842,0.16666666666666666,5.795321637426901,3.6,1.0
8889,23759,24193,5967,0,18,0,35,1,885,1,0,0,0,0,3,92,1,2,0,26,4,0,0,4,0,5,7,5,5,0,3,90,216,121.27173913043478,124.5,0,1.0,1,0.1935483870967742,0.0,0.010752688172043012,0.027777777777777776,1.3039971949509117,2.6285714285714286,1.0
19249,10572,3056,3967,1,103,28,1,1,7,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,120,105.5,105.5,0,0.0,,34.333333333333336,9.333333333333334,0.3333333333333333,0.5,35.166666666666664,2.0,1.0
21389,7346,15065,2030,0,0,0,1,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,16,16.0,16.0,1,0.0,,0.0,0.0,3.5,3.5,8.0,1.0,1.0
14710,4163,10260,13887,0,1,1,77,1,29,3,0,0,0,0,1,253,1,0,1,46,1,2,1,10,0,10,30,12,16,0,9,30,267,64.02371541501977,65.0,1,0.5,1,0.003937007874015748,0.003937007874015748,0.011811023622047244,0.038461538461538464,0.25206187171267624,3.2857142857142856,1.0
7342,14642,17278,6012,1,1,0,115,1,3469,1,0,0,0,0,1,309,1,6,1,21,0,4,0,0,0,39,107,26,5,0,10,25,108,49.29126213592233,50.0,0,3.5,2,0.0032258064516129032,0.0,0.0032258064516129032,0.008620689655172414,0.15900407140620107,2.6869565217391305,1.0
19039,14327,13388,1495,1,7,2,8,1,827,1,0,0,0,0,3,23,1,1,0,3,0,0,0,0,0,0,2,0,3,0,0,82,131,109.04347826086956,108.0,0,0.5,1,0.2916666666666667,0.08333333333333333,0.041666666666666664,0.1111111111111111,4.543478260869565,2.875,1.0
289,10750,4131,8995,1,1,0,2,1,70,1,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,89,95,92.0,92.0,0,1.5,2,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,30.666666666666668,1.0,1.0
4323,4429,7883,11017,0,2,0,1,1,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,31,31.0,31.0,1,0.0,,1.0,0.0,1.0,1.0,15.5,1.0,1.0
5873,15520,11050,11033,0,146,9,1,12,918,1,1,0,0,0,10,1,25,0,3,5,0,1,0,1,0,1,9,0,0,0,3,30,127,68.92,65.0,0,1.5,2,5.615384615384615,0.34615384615384615,0.038461538461538464,0.07692307692307693,2.6507692307692308,1.0,2.0833333333333335
